name,email,date_of_birth,mobile_no,is_valid_date,is_valid_email,is_valid_name,is_valid_phone,above_18
Melinda Hamilton,Melinda_Hamilton@martinez-norris.com,2003/11/03,1252406,True,True,True,False,True
Randall Scott,Randall_Scott@hernandez.biz,09/03/1971,9839 9307,True,False,True,True,True
Pamela Allison,Pamela_Allison@garcia.com,06-01-1965,4971100,True,True,True,False,True
Cynthia Harrington,Cynthia_Harrington@adams.info,07/24/1979,4887 9875,True,False,True,True,True
Heidi Brown,Heidi_Brown@molina.com,1990/12/24,320787,True,True,True,False,True
Kathryn Graham,Kathryn_Graham@wright.com,1984/09/06,776895,True,True,True,False,True
Samantha Strickland,Samantha_Strickland@edwards.net,2011/07/26,3009630,True,True,True,False,False
Kimberly Gilbert,Kimberly_Gilbert@huff-grant.net,21-06-1992,20011,True,True,True,False,True
Laura King,Laura_King@allen.info,10/14/2013,49261,True,False,True,False,False
Janet Perez,Janet_Perez@trevino.com,2013-05-08,70551,True,True,True,False,False
George Hunt,George_Hunt@evans.com,10/25/1970,704277,True,True,True,False,True
Randy Taylor,Randy_Taylor@butler-walker.biz,24-09-1987,1290241,True,False,True,False,True
Mark Hensley,Mark_Hensley@newton.net,08-11-1991,397449,True,True,True,False,True
Elizabeth Woodard,Elizabeth_Woodard@wilson.org,1997-12-11,87081,True,False,True,False,True
Amanda Snow,Amanda_Snow@bryan-andrews.com,20-12-1956,525699,True,True,True,False,True
Colton Porter,Colton_Porter@serrano-woods.org,1984/08/01,6956125,True,False,True,False,True
Barbara Aguilar,Barbara_Aguilar@jordan.com,09/18/1985,736605,True,True,True,False,True
Michael Brady,Michael_Brady@miller.biz,13-01-1983,56592895,True,False,True,True,True
Donna Little,Donna_Little@taylor.com,11/16/1991,322215,True,True,True,False,True
Caitlin Espinoza,Caitlin_Espinoza@koch-thompson.com,1987-06-02,3313605,True,True,True,False,True
Michael Mccarthy ,Michael_Mccarthy@estrada.com,1950/08/26,7283109,True,True,True,False,True
Michael Moore,Michael_Moore@keller.org,1968/10/25,42831,True,False,True,False,True
Brian Little,Brian_Little@pierce.biz,12/22/1972,5471495,True,False,True,False,True
 Robert Davis ,Robert_Davis@miller.com,01-06-1986,36886,True,True,True,False,True
Miranda Phillips,Miranda_Phillips@riley.info,11/01/1994,251577,True,False,True,False,True
Jonathan Garrison,Jonathan_Garrison@hernandez.com,08/01/1983,625935,True,True,True,False,True
Anthony Guerrero,Anthony_Guerrero@johnson.com,1985/06/02,4294158,True,True,True,False,True
Kenneth Bryant,Kenneth_Bryant@matthews.info,12/26/1979,701211,True,False,True,False,True
Amy Brown,Amy_Brown@simon.org,2010/01/26,41431,True,False,True,False,False
Robert Morris,Robert_Morris@miller-moore.net,1988/09/04,4670555,True,True,True,False,True
Carrie Lyons,Carrie_Lyons@rodriguez-cohen.org,2017/10/25,31306,True,False,True,False,False
Laura Graves,Laura_Graves@brock.info,05-01-1958,64331,True,False,True,False,True
Jaime Lucas,Jaime_Lucas@robinson-fisher.info,31-10-1967,69701,True,False,True,False,True
Jordan Pearson,Jordan_Pearson@campbell-hamilton.com,1960/10/05,8802151,True,True,True,False,True
Nicholas Martinez,Nicholas_Martinez@white.net,11/26/1951,2031674,True,True,True,False,True
Mary Padilla,Mary_Padilla@young-garcia.org,05/03/1957,637371,True,False,True,False,True
Scott Chapman,Scott_Chapman@davidson.net,06-02-1958,806871,True,True,True,False,True
Pamela Bridges,Pamela_Bridges@marshall-collins.org,1970/11/10,61041,True,False,True,False,True
Wanda Collins,Wanda_Collins@parker-tate.com,1971/01/25,522993,True,True,True,False,True
Amanda Norris,Amanda_Norris@perez-oconnell.org,12-01-2002,2120665,True,False,True,False,True
Brian Pham,Brian_Pham@allen.info,1986/01/27,35052023,True,False,True,True,True
Jamie Young,Jamie_Young@bell.com,02-11-1958,429465,True,True,True,False,True
Brian Peterson,Brian_Peterson@brown-martinez.com,05-04-1962,91301,True,True,True,False,True
Lisa Warren,Lisa_Warren@watts.com,06-04-2007,139875,True,True,True,False,False
Lacey Rosales,Lacey_Rosales@bennett-singh.com,19-10-2010,314373,True,True,True,False,False
Timothy Nguyen,Timothy_Nguyen@johnson-jacobs.biz,2001/11/29,68379127,True,False,True,True,True
Daniel Harper,Daniel_Harper@huang-moody.org,1966/04/02,932085,True,False,True,False,True
Barbara Smith,Barbara_Smith@aguirre.biz,1994/07/23,488889,True,False,True,False,True
Holly Brown,Holly_Brown@graham.com,2015/08/17,1129115,True,True,True,False,False
Wesley Cunningham,Wesley_Cunningham@booth-simmons.com,12/15/2008,3895 9971,True,True,True,True,False
Rachel Mason,Rachel_Mason@kelly.com,1950-07-23,71851,True,True,True,False,True
Alicia Case,Alicia_Case@moore.info,1996-08-10,56511,True,False,True,False,True
Thomas Wright,Thomas_Wright@pacheco.com,1960-07-29,86461,True,True,True,False,True
Kelsey Collins,Kelsey_Collins@carter.org,2010/01/07,82451,True,False,True,False,False
Michael Hodges,Michael_Hodges@foster.com,10/07/1978,5221231,True,True,True,False,True
Elizabeth Gutierrez,Elizabeth_Gutierrez@rhodes.biz,02/09/2000,866985,True,False,True,False,True
Scott Brown,Scott_Brown@scott.com,1950-01-26,84341,True,True,True,False,True
Melvin Wiley,Melvin_Wiley@simpson-schneider.info,05-07-1970,1957019,True,False,True,False,True
Stephanie Haas,Stephanie_Haas@smith.com,1980-08-02,94971,True,True,True,False,True
Lisa Medina,Lisa_Medina@harris.com,1956-06-16,81656,True,True,True,False,True
Susan Lane,Susan_Lane@archer-warner.biz,2012/12/27,22551711,True,False,True,True,False
William Tran,William_Tran@williams.com,01-11-1956,7430774,True,True,True,False,True
Savannah Holland,Savannah_Holland@williams-kelly.com,2004-07-04,79359575,True,True,True,True,False
Crystal Vega,Crystal_Vega@bradford.com,27-06-1954,99496,True,True,True,False,True
Erika Espinoza,Erika_Espinoza@mitchell.com,08/24/1997,766575,True,True,True,False,True
Deborah Jones,Deborah_Jones@brown.info,06/07/1990,337743,True,False,True,False,True
Kirsten Williams,Kirsten_Williams@mitchell.info,12/04/1951,2819 3351,True,False,True,True,True
Charles Patel,Charles_Patel@rivas.biz,1965-01-13,119961,True,False,True,False,True
Misty Ramirez,Misty_Ramirez@waters-turner.org,1976-01-07,246471,True,False,True,False,True
Mark Bowman,Mark_Bowman@lam-valentine.com,05/31/1982,22876,True,True,True,False,True
Christina Orr,Christina_Orr@marquez.com,2004-12-14,9889090,True,True,True,False,False
Brian Bridges,Brian_Bridges@hobbs.biz,2013-08-12,4455655,True,False,True,False,False
Mike Hale,Mike_Hale@hall.net,08-11-1984,144735,True,True,True,False,True
Amanda Allen,Amanda_Allen@cross-johnson.com,1978-04-17,420549,True,True,True,False,True
Robert Hernandez,Robert_Hernandez@bush.com,26-02-1995,3890454,True,True,True,False,True
Brandon Bernard,Brandon_Bernard@pierce.com,1962/04/17,392397,True,True,True,False,True
Dan Young,Dan_Young@smith.com,23-09-1998,1156877,True,True,True,False,True
Jonathan Nguyen,Jonathan_Nguyen@cooley.com,2009/10/02,8036036,True,True,True,False,False
Mary Sandoval,Mary_Sandoval@gomez-baker.com,1990-05-05,728007,True,True,True,False,True
Bryan Clark,Bryan_Clark@walsh-miles.com,22-01-1950,60216,True,True,True,False,True
Tina Weaver,Tina_Weaver@hoffman-clarke.info,25-03-1987,47969919,True,False,True,True,True
Joseph Huynh,Joseph_Huynh@meyer.com,15-03-1965,6006071,True,True,True,False,True
Kelly Meyer,Kelly_Meyer@bennett.com,07/30/2015,49126,True,True,True,False,False
Mary Clark,Mary_Clark@kennedy-barker.net,28-01-1950,130575,True,True,True,False,True
Jonathan Adams,Jonathan_Adams@brown-castro.info,1991-01-29,46051,True,False,True,False,True
Jeremy Henderson,Jeremy_Henderson@stanton.net,1993-01-30,29156,True,True,True,False,True
Edward King,Edward_King@bright.info,1955-12-18,87986,True,False,True,False,True
Michael Taylor,Michael_Taylor@hernandez-lamb.com,02/08/2014,321063,True,True,True,False,False
James House,James_House@chavez.biz,16-05-1963,487995,True,False,True,False,True
Pamela Kelley,Pamela_Kelley@mooney-williams.org,1982/11/25,323007,True,False,True,False,True
Carolyn Sanchez,Carolyn_Sanchez@cunningham.net,28-11-2011,60183815,True,True,True,True,False
Jacqueline Johnson,Jacqueline_Johnson@johnston.com,2007/10/14,20215991,True,True,True,True,False
Aaron Gardner,Aaron_Gardner@briggs.com,27-01-2008,2176889,True,True,True,False,False
Randall Kemp,Randall_Kemp@jenkins.net,24-09-1997,226959,True,True,True,False,True
Kristen Flores,Kristen_Flores@watkins.com,1995/03/28,756093,True,True,True,False,True
Robert Wilson,Robert_Wilson@webster-cooper.com,1958-08-18,371427,True,True,True,False,True
John Taylor,John_Taylor@jones.biz,07/25/1982,93261,True,False,True,False,True
Misty Mckinney,Misty_Mckinney@zimmerman.net,1987-04-26,587367,True,True,True,False,True
Craig Smith,Craig_Smith@anderson.com,03/23/1978,33481,True,True,True,False,True
Brianna Long,Brianna_Long@booth.net,1994/04/03,88226,True,True,True,False,True
 Hailey Fisher,Hailey_Fisher@diaz.com,2018-09-25,258189,True,True,True,False,False
Elizabeth Cantrell,Elizabeth_Cantrell@hutchinson.com,03-05-1951,78986,True,True,True,False,True
Jennifer Ortiz,Jennifer_Ortiz@waters-cervantes.info,07/07/1981,2347 6599,True,False,True,True,True
 Charles Rose,Charles_Rose@walker.com,1955/11/20,4900995,True,True,True,False,True
James Casey,James_Casey@morrison.info,1986-07-28,1168350,True,False,True,False,True
Hector Stanton,Hector_Stanton@baxter-rios.biz,06/17/1963,78586,True,False,True,False,True
Dustin Watkins,Dustin_Watkins@coleman.com,06/09/2005,737823,True,True,True,False,False
Chloe Pham,Chloe_Pham@porter.info,05/14/1957,9514254,True,False,True,False,True
Jordan White,Jordan_White@sandoval.net,15-09-1988,557379,True,True,True,False,True
Melissa Reese,Melissa_Reese@phillips.com,1966/12/20,22241,True,True,True,False,True
 Gary Taylor,Gary_Taylor@donaldson.com,01/31/1994,49861,True,True,True,False,True
Michele West,Michele_West@francis-stewart.info,05/05/1964,594297,True,False,True,False,True
Jennifer Baker,Jennifer_Baker@mckinney.net,10-01-1960,988317,True,True,True,False,True
Andre Brown,Andre_Brown@reed.biz,1990-02-06,320577,True,False,True,False,True
Joseph Murphy,Joseph_Murphy@williams.com,07/09/2011,21126,True,True,True,False,False
Cole Harris,Cole_Harris@valdez.org,16-02-1962,7598809,True,False,True,False,True
Kimberly Levy,Kimberly_Levy@montoya.org,13-10-1958,935493,True,False,True,False,True
Brianna Ford,Brianna_Ford@jenkins.com,09-12-2004,419265,True,True,True,False,False
Bryan Santiago,Bryan_Santiago@schneider-grimes.com,1988-01-23,713793,True,True,True,False,True
Michelle Walker,Michelle_Walker@zavala-frey.com,1987/08/25,289053,True,True,True,False,True
David Lewis,David_Lewis@davis-anderson.com,1974/03/06,43571,True,True,True,False,True
Molly Henry,Molly_Henry@guzman.com,1974-07-23,8235536,True,True,True,False,True
Michaela Sanchez,Michaela_Sanchez@fernandez.net,23-07-1964,483513,True,True,True,False,True
Samantha Ramirez,Samantha_Ramirez@garcia-gay.com,02/09/1954,5432722,True,True,True,False,True
Matthew Kramer ,Matthew_Kramer@martinez.com,08-09-1980,3669289,True,True,True,False,True
Stephanie Marquez,Stephanie_Marquez@le.info,05/29/2007,643491,True,False,True,False,False
Maria Short,Maria_Short@le.com,1989-05-01,37876,True,True,True,False,True
Sandra Hawkins,Sandra_Hawkins@wilson-little.com,04/19/2012,1614656,True,True,True,False,False
James Copeland,James_Copeland@steele.com,2016/04/24,5070129,True,True,True,False,False
Roberto Chapman,Roberto_Chapman@anderson.com,12/14/2011,62741,True,True,True,False,False
Douglas Murphy,Douglas_Murphy@weaver.net,01/12/2002,620229,True,True,True,False,True
Lori Chavez ,Lori_Chavez@daniel.com,1954-09-30,96146,True,True,True,False,True
Cynthia Weaver,Cynthia_Weaver@smith-castillo.net,08/08/1959,387297,True,True,True,False,True
Christopher Charles,Christopher_Charles@sawyer.biz,1957/08/24,59306,True,False,True,False,True
Joshua Thompson,Joshua_Thompson@wright.biz,01/12/1999,36761,True,False,True,False,True
Kimberly Torres,Kimberly_Torres@lee.biz,23-06-1985,93336,True,False,True,False,True
Scott Webb,Scott_Webb@hurst.com,2017-08-02,732903,True,True,True,False,False
Karen Luna,Karen_Luna@miller-lopez.com,30-04-1959,143907,True,True,True,False,True
Shane Bradley,Shane_Bradley@pratt-roberts.info,05-10-1976,32566207,True,False,True,True,True
Shelly Long,Shelly_Long@sutton.org,04-05-2010,79230711,True,False,True,True,False
Russell Medina,Russell_Medina@smith-bell.info,05/08/1996,9904399,True,False,True,False,True
Anne Baker,Anne_Baker@buckley-curtis.net,1959-10-03,912489,True,True,True,False,True
Christopher Jones,Christopher_Jones@wilson.net,28-05-2009,99596183,True,True,True,True,False
Kelly Espinoza,Kelly_Espinoza@davidson.com,30-03-1953,9252664,True,True,True,False,True
Rachel Martinez,Rachel_Martinez@goodwin.org,02/02/2016,1323 2735,True,False,True,True,False
Lori Reese,Lori_Reese@terry.info,1966-01-17,66811,True,False,True,False,True
Austin Roth,Austin_Roth@ramsey.com,2014-02-19,4974327,True,True,True,False,False
Timothy Edwards,Timothy_Edwards@wheeler.net,25-11-1950,61776,True,True,True,False,True
Michael Knight,Michael_Knight@blanchard.com,07-11-1972,64146,True,True,True,False,True
Nicolas Ray,Nicolas_Ray@lynch-richards.net,2007-01-15,97346,True,True,True,False,False
Tracy Butler,Tracy_Butler@allison.info,02/05/1957,4543 5383,True,False,True,True,True
Brian Novak,Brian_Novak@ross.com,05-02-1995,4886141,True,True,True,False,True
Mario Humphrey,Mario_Humphrey@short.com,1950-07-07,6814270,True,True,True,False,True
Kelly Mcdonald,Kelly_Mcdonald@carr.com,2004-06-06,255639,True,True,True,False,False
Melinda Smith,Melinda_Smith@castro-parker.info,1997-10-24,6609520,True,False,True,False,True
Emily Sanchez,Emily_Sanchez@dillon-chavez.org,03-06-1987,252231,True,False,True,False,True
Dana Vega,Dana_Vega@jones.info,17-08-1953,8481824,True,False,True,False,True
Jessica Cortez,Jessica_Cortez@newton.biz,1962/10/24,5671478,True,False,True,False,True
Kelly Olson,Kelly_Olson@phillips-clay.com,1965/07/31,8275268,True,True,True,False,True
Timothy Gallegos ,Timothy_Gallegos@jenkins-murphy.net,06/30/1955,6378639,True,True,True,False,True
Jonathan Cummings,Jonathan_Cummings@baker-harding.org,03-03-1963,4021585,True,False,True,False,True
Steven Johnson,Steven_Johnson@hoffman-frazier.biz,05-10-2008,32111095,True,False,True,True,False
Christopher Sullivan,Christopher_Sullivan@clayton.org,15-05-2007,808959,True,False,True,False,False
Michael Nguyen,Michael_Nguyen@miller.biz,1995-02-02,678231,True,False,True,False,True
Kevin Foster,Kevin_Foster@garcia.com,1999/02/02,994545,True,True,True,False,True
Jennifer Preston,Jennifer_Preston@armstrong-harris.com,10-12-1991,74641,True,True,True,False,True
Mary Chapman,Mary_Chapman@espinoza.info,1977-04-16,5702362,True,False,True,False,True
Marc Collins,Marc_Collins@richardson.com,1959/03/16,26381,True,True,True,False,True
Amber Sims,Amber_Sims@murphy.biz,1973-03-27,43947559,True,False,True,True,True
Shawn Kennedy,Shawn_Kennedy@hanson.net,24-04-2007,3258991,True,True,True,False,False
Christine Farmer,Christine_Farmer@obrien.biz,23-09-1955,9091405,True,False,True,False,True
Pam Martinez,Pam_Martinez@stephens.com,02-04-1965,61196,True,True,True,False,True
Lisa Thompson,Lisa_Thompson@howard-caldwell.com,2015/01/02,974673,True,True,True,False,False
John Bennett,John_Bennett@leon.com,2015-02-26,86701,True,True,True,False,False
Ronald Dixon,Ronald_Dixon@hale-kirk.com,05/07/1992,59611,True,True,True,False,True
Carrie Jones,Carrie_Jones@fox.biz,1956/10/17,9685145,True,False,True,False,True
Tiffany Carrillo,Tiffany_Carrillo@hoover-brown.org,1993-05-16,72843351,True,False,True,True,True
Katie Hanna,Katie_Hanna@chavez.com,06/28/1984,632367,True,True,True,False,True
Seth Villanueva,Seth_Villanueva@mccoy-west.info,1969/05/02,852117,True,False,True,False,True
Donna Lewis,Donna_Lewis@myers-dominguez.org,1980-04-22,86779671,True,False,True,True,True
Tina Hunter,Tina_Hunter@peterson.info,1968/08/01,495393,True,False,True,False,True
Sheri Beck,Sheri_Beck@lewis.info,21-01-1966,801807,True,False,True,False,True
Kristen Hall,Kristen_Hall@clay.com,1981/06/02,678123,True,True,True,False,True
Douglas Morgan,Douglas_Morgan@fritz-duncan.biz,1952-03-20,51636655,True,False,True,True,True
Zachary Miller,Zachary_Miller@shelton.com,1977-03-08,69166,True,True,True,False,True
Teresa Collins,Teresa_Collins@reed.net,1950/01/17,41601,True,True,True,False,True
Devon Roberts,Devon_Roberts@lewis.biz,2003-10-30,81450999,True,False,True,True,True
Amy Gray,Amy_Gray@dunlap.org,1965-10-17,271761,True,False,True,False,True
Tracy Wagner,Tracy_Wagner@anderson-martin.com,10/09/1959,748809,True,True,True,False,True
Eric West,Eric_West@fields-brewer.com,21-02-2014,59066,True,True,True,False,False
Denise Harper,Denise_Harper@lyons.com,01/07/2005,3642836,True,True,True,False,False
Brianna Richards,Brianna_Richards@blevins.com,02-05-1967,784245,True,True,True,False,True
Shirley Garcia,Shirley_Garcia@byrd.com,1952-04-24,5999645,True,True,True,False,True
James Byrd,James_Byrd@andersen-nguyen.net,22-02-1975,64951,True,True,True,False,True
Krista Mata,Krista_Mata@hernandez-glenn.biz,2005-12-12,715047,True,False,True,False,False
Vernon Gomez,Vernon_Gomez@brown.net,29-11-2000,25171,True,True,True,False,True
John Gilbert,John_Gilbert@williams.net,1963/03/27,65006,True,True,True,False,True
Alicia Medina,Alicia_Medina@carrillo-may.com,05/04/1966,77576,True,True,True,False,True
Vanessa Campbell,Vanessa_Campbell@martinez.biz,01-01-1969,5662427,True,False,True,False,True
Pamela Berg,Pamela_Berg@robinson.com,2011-10-27,834261,True,True,True,False,False
Thomas Austin,Thomas_Austin@kline.com,27-10-1972,83171,True,True,True,False,True
Lindsey Powers,Lindsey_Powers@dixon.net,1976/12/27,33441,True,True,True,False,True
Jacqueline Sawyer,Jacqueline_Sawyer@ruiz-marshall.com,24-04-1957,207027,True,True,True,False,True
Nancy Wilkins,Nancy_Wilkins@webster.biz,28-12-2013,439839,True,False,True,False,False
Shane White,Shane_White@mccoy.biz,04/21/1996,8925435,True,False,True,False,True
Daniel Rivas,Daniel_Rivas@cain.net,2016/03/18,1239043,True,True,True,False,False
Andrew Medina,Andrew_Medina@taylor-campbell.biz,23-04-2004,6951680,True,False,True,False,False
Donald Carson,Donald_Carson@robinson.com,01/17/1966,79831,True,True,True,False,True
Jason Hamilton,Jason_Hamilton@lopez.net,2014/05/19,99086,True,True,True,False,False
Mark Perez,Mark_Perez@mccall.com,1958-11-03,316719,True,True,True,False,True
Christina Mann,Christina_Mann@watson.info,04/25/1953,1839 1991,True,False,True,True,True
Matthew Miller,Matthew_Miller@jenkins-jackson.com,02/01/2006,220101,True,True,True,False,False
Nicholas Mccarthy,Nicholas_Mccarthy@williams.com,06-07-1963,9323910,True,True,True,False,True
John Barnett,John_Barnett@lewis.org,09/06/1973,713175,True,False,True,False,True
Paige Hudson,Paige_Hudson@harris-thomas.com,05-10-1974,29771,True,True,True,False,True
 Edward Marshall ,Edward_Marshall@estes-jensen.com,1977-11-24,47486,True,True,True,False,True
Gina Higgins,Gina_Higgins@boyer.com,1953/07/31,6852882,True,True,True,False,True
Linda Ellis,Linda_Ellis@gilbert.org,01/13/1958,41051,True,False,True,False,True
Daniel Wade,Daniel_Wade@taylor-bernard.org,2011/07/05,37401,True,False,True,False,False
Jessica Weiss,Jessica_Weiss@davidson.net,1972/02/06,565563,True,True,True,False,True
Erik Aguilar,Erik_Aguilar@bates.com,1982/04/02,8425306,True,True,True,False,True
 Gregg Baker,Gregg_Baker@ho.info,03-09-2011,4201310,True,False,True,False,False
Bradley Compton,Bradley_Compton@west-lee.com,05/12/1988,1384293,True,True,True,False,True
Steve Mccall,Steve_Mccall@flores.com,20-07-1966,89186,True,True,True,False,True
Thomas Hull,Thomas_Hull@schmidt.com,12/19/2016,6123 5491,True,True,True,True,False
Carla Cunningham,Carla_Cunningham@barrett.com,12/12/1967,3770159,True,True,True,False,True
Rachel Sullivan,Rachel_Sullivan@perkins.info,09/29/1982,5324222,True,False,True,False,True
Kayla Wright,Kayla_Wright@cook.com,24-02-2009,631197,True,True,True,False,False
Andrew Tanner,Andrew_Tanner@underwood.com,04/29/1995,309333,True,True,True,False,True
Hunter Atkinson,Hunter_Atkinson@foster.com,05/22/1994,5743046,True,True,True,False,True
Richard Williams,Richard_Williams@vance-ramos.net,1982-05-03,14641,True,True,True,False,True
Frank Martinez,Frank_Martinez@garcia-johnson.biz,26-08-2015,58076,True,False,True,False,False
Timothy Burns,Timothy_Burns@diaz.info,1967-07-03,2420132,True,False,True,False,True
Henry White ,Henry_White@daniels-lewis.com,2005/02/16,55186,True,True,True,False,False
Amanda Mccoy,Amanda_Mccoy@hernandez.biz,1973/01/15,2033991,True,False,True,False,True
Pamela Cox,Pamela_Cox@oneill.com,05/21/1963,998991,True,True,True,False,True
Linda Ray,Linda_Ray@walters.net,10/22/1973,187113,True,True,True,False,True
Stephen Reid,Stephen_Reid@howell.com,07-05-1997,958833,True,True,True,False,True
Kevin Landry,Kevin_Landry@miller-meyer.com,01/22/1999,6007009,True,True,True,False,True
Jamie Porter,Jamie_Porter@farmer-brown.com,1971/07/05,2761326,True,True,True,False,True
Victor Marsh,Victor_Marsh@smith-olson.org,09-08-1971,52026823,True,False,True,True,True
 Ryan Rodriguez,Ryan_Rodriguez@green.com,10/16/2008,420789,True,True,True,False,False
Brittany Bradley,Brittany_Bradley@green-allen.org,04/16/2005,3546383,True,False,True,False,False
Amy Wallace,Amy_Wallace@martin-bolton.org,08/23/1973,738579,True,False,True,False,True
Timothy King,Timothy_King@johnson-smith.com,1953/10/01,669447,True,True,True,False,True
Jacqueline Briggs,Jacqueline_Briggs@howell-adams.info,1995/10/30,1979531,True,False,True,False,True
Laurie Gonzales,Laurie_Gonzales@jones.net,26-07-1971,589965,True,True,True,False,True
Donald Molina,Donald_Molina@berry-duncan.net,09-10-2018,3528918,True,True,True,False,False
Catherine Rodriguez,Catherine_Rodriguez@owens-gibson.com,1993/07/24,840063,True,True,True,False,True
 Daniel Torres,Daniel_Torres@dunlap.biz,04/23/1981,9875846,True,False,True,False,True
David Shepherd,David_Shepherd@thompson.com,13-08-1953,8071239,True,True,True,False,True
Jonathan Hansen,Jonathan_Hansen@wright.info,1977/08/29,28556,True,False,True,False,True
Benjamin Griffin,Benjamin_Griffin@brown.org,29-01-1962,17280391,True,False,True,True,True
Tracey Hess,Tracey_Hess@thompson-moore.biz,08-11-1980,3512601,True,False,True,False,True
Victoria Walker,Victoria_Walker@jacobs.biz,1965-12-01,76041,True,False,True,False,True
John Gibbs,John_Gibbs@cox.biz,03/28/1980,73806,True,False,True,False,True
Angela Torres,Angela_Torres@henry.com,31-07-2007,897705,True,True,True,False,False
Harold Glover,Harold_Glover@manning.com,04-04-1965,33596,True,True,True,False,True
Dawn Myers,Dawn_Myers@cross-thomas.com,1993/09/21,7755245,True,True,True,False,True
Mary Walters,Mary_Walters@russell-garrett.info,1970/03/30,3803640,True,False,True,False,True
Christina Davenport,Christina_Davenport@cox-williams.info,1954-10-10,668277,True,False,True,False,True
Brian Johnson,Brian_Johnson@benton.com,03/23/1977,680751,True,True,True,False,True
Crystal Contreras,Crystal_Contreras@ramirez.com,1995-02-18,318579,True,True,True,False,True
Tanya Turner,Tanya_Turner@simpson-dennis.com,1989/08/13,52251,True,True,True,False,True
Katelyn Durham,Katelyn_Durham@mcneil.com,15-10-2010,2600732,True,True,True,False,False
Nathaniel Wilson,Nathaniel_Wilson@fisher.org,16-12-1957,25386,True,False,True,False,True
Joseph Long,Joseph_Long@mcguire-rodriguez.org,25-11-1981,83686,True,False,True,False,True
Mallory Hall,Mallory_Hall@moore-mckinney.com,03/26/2006,35866,True,True,True,False,False
Bianca Chavez,Bianca_Chavez@brooks-hendrix.com,02-05-1985,633609,True,True,True,False,True
Scott Jackson,Scott_Jackson@johnston.biz,29-10-2013,216321,True,False,True,False,False
 Brian Baker,Brian_Baker@hodges-bowers.net,08/01/1957,1998340,True,True,True,False,True
Joanna Fernandez,Joanna_Fernandez@garcia.biz,1960/08/03,95206,True,False,True,False,True
Jeffrey Berg,Jeffrey_Berg@tran.net,05/30/1970,28191,True,True,True,False,True
David Fuller,David_Fuller@holland.net,2011/08/06,786921,True,True,True,False,False
Laura Kramer,Laura_Kramer@white.net,1959-02-03,72611,True,True,True,False,True
Melinda Lambert,Melinda_Lambert@rogers.com,04-10-1951,833751,True,True,True,False,True
Jill Thornton,Jill_Thornton@brown-carrillo.biz,1987/04/15,369021,True,False,True,False,True
Beth Kim,Beth_Kim@mckinney.com,1993/07/27,7678476,True,True,True,False,True
Kelly Thomas,Kelly_Thomas@martin-aguilar.com,27-12-1998,4822833,True,True,True,False,True
Teresa James,Teresa_James@white.com,2017-11-15,98296,True,True,True,False,False
Jasmine Johnson,Jasmine_Johnson@weaver.net,2007-11-14,38786455,True,True,True,True,False
Brian Wood,Brian_Wood@jones.com,2003/07/05,478965,True,True,True,False,True
Deborah Estes,Deborah_Estes@foster-juarez.info,2016-11-09,5563776,True,False,True,False,False
Jeremy Knight,Jeremy_Knight@farrell.com,18-10-1985,36631,True,True,True,False,True
Abigail Mccoy,Abigail_Mccoy@washington.com,12/24/2007,3983 9051,True,True,True,True,False
Chad Sellers,Chad_Sellers@mccoy.org,1974/01/03,201111,True,False,True,False,True
James Terry,James_Terry@valencia.info,2004-06-04,160731,True,False,True,False,False
Rachael Watson,Rachael_Watson@miller-meyer.biz,02/02/2011,964347,True,False,True,False,False
Matthew Salazar,Matthew_Salazar@bernard.com,09/21/1956,7436157,True,True,True,False,True
Christopher Small,Christopher_Small@miller.net,12-10-2016,4818122,True,True,True,False,False
Noah Smith,Noah_Smith@waller.info,1995/12/01,925137,True,False,True,False,True
Steven Mack,Steven_Mack@fisher.biz,2001-07-26,80966,True,False,True,False,True
Casey Castillo,Casey_Castillo@clark.com,11/16/1958,75866,True,True,True,False,True
Karen Sutton,Karen_Sutton@lin-nguyen.com,12/22/1970,66336,True,True,True,False,True
John Martinez,John_Martinez@robinson.com,2012-05-02,57866,True,True,True,False,False
Michele Harrington,Michele_Harrington@dean.biz,1998/08/05,7182190,True,False,True,False,True
Cheyenne Brown,Cheyenne_Brown@lee.com,31-07-1993,7463751,True,True,True,False,True
David Turner,David_Turner@johnston-hernandez.com,1976/10/18,496491,True,True,True,False,True
Brian Carter,Brian_Carter@brown.com,09/17/1975,2396584,True,True,True,False,True
Anthony Carson,Anthony_Carson@mcintyre.com,05/04/1956,3663759,True,True,True,False,True
Janet Zavala,Janet_Zavala@chavez.com,1972-01-16,42521,True,True,True,False,True
Carla Cannon,Carla_Cannon@olson.com,1952-10-08,53351,True,True,True,False,True
Lacey Lopez,Lacey_Lopez@savage.org,1961-04-30,5649407,True,False,True,False,True
Amy Copeland,Amy_Copeland@white.com,10/11/1989,535389,True,True,True,False,True
Kristin Jacobs,Kristin_Jacobs@gardner.com,1960/03/03,67891,True,True,True,False,True
Antonio Ferguson,Antonio_Ferguson@bailey.com,2008/07/10,8239470,True,True,True,False,False
Isabella Bush ,Isabella_Bush@reed.info,1964/10/31,9726109,True,False,True,False,True
James Davidson,James_Davidson@brown.info,1955/12/14,67973167,True,False,True,True,True
Holly Mendoza,Holly_Mendoza@pratt.com,14-03-1980,226641,True,True,True,False,True
Jordan Lopez,Jordan_Lopez@barnes-mathews.com,2006/12/20,413133,True,True,True,False,False
